"ibraRegion","yearStart","yearEnd","epbcStatus","recordCount","speciesCount"
"Pacific Subtropical Islands",1986,1990,"Endangered",33,11
"Pacific Subtropical Islands",1986,1990,"Not listed",611,337
"Pacific Subtropical Islands",1986,1990,"Vulnerable",12,6
"South East Coastal Plain",1986,1990,"Not listed",236645,3438
"South East Corner",1986,1990,"Not listed",199267,3804
"South Eastern Queensland",1986,1990,"Not listed",172132,6727
"Subantarctic Islands",1986,1990,"Not listed",1777,120
"Sydney Basin",1986,1990,"Not listed",142915,5308
"Sydney Basin",1986,1990,"Vulnerable",953,67
"Tasmanian Northern Slopes",1986,1990,"Not listed",3542,1248
"Tasmanian South East",1986,1990,"Not listed",8872,2449
"Tasmanian Southern Ranges",1986,1990,"Not listed",4890,1602
"Tasmanian West",1986,1990,"Not listed",6568,1557
"Wet Tropics",1986,1990,"Not listed",43419,5019
"Australian Alps",1986,1990,"Not listed",37612,2005
"South Eastern Highlands",1986,1990,"Not listed",240868,5139
"South Eastern Highlands",1986,1990,"Vulnerable",992,50
"South Eastern Highlands",1986,1990,"Endangered",885,25
"Australian Alps",1986,1990,"Endangered",177,7
"Australian Alps",1986,1990,"Vulnerable",101,12
"Brigalow Belt South",1986,1990,"Not listed",37709,3834
"Brigalow Belt South",1986,1990,"Vulnerable",250,39
"Broken Hill Complex",1986,1990,"Not listed",10194,882
"Broken Hill Complex",1986,1990,"Vulnerable",8,3
"Channel Country",1986,1990,"Not listed",10683,1274
"Channel Country",1986,1990,"Vulnerable",40,9
"Cobar Peneplain",1986,1990,"Not listed",11376,1230
"Cobar Peneplain",1986,1990,"Vulnerable",30,6
"Cobar Peneplain",1986,1990,"Critically Endangered",1,1
"Darling Riverine Plains",1986,1990,"Not listed",21831,1324
"Darling Riverine Plains",1986,1990,"Vulnerable",59,8
"Mulga Lands",1986,1990,"Not listed",7746,1256
"Murray Darling Depression",1986,1990,"Vulnerable",287,26
"NSW North Coast",1986,1990,"Critically Endangered",52,4
"NSW North Coast",1986,1990,"Endangered",249,18
"NSW North Coast",1986,1990,"Vulnerable",372,27
"NSW South Western Slopes",1986,1990,"Not listed",54687,2598
"NSW South Western Slopes",1986,1990,"Vulnerable",455,14
"NSW South Western Slopes",1986,1990,"Critically Endangered",32,2
"NSW South Western Slopes",1986,1990,"Endangered",138,4
"Nandewar",1986,1990,"Endangered",28,4
"Nandewar",1986,1990,"Not listed",5956,1390
"Nandewar",1986,1990,"Vulnerable",68,13
"New England Tablelands",1986,1990,"Endangered",55,11
"New England Tablelands",1986,1990,"Not listed",16311,2525
"New England Tablelands",1986,1990,"Vulnerable",173,34
"Riverina",1986,1990,"Not listed",97609,2506
"Riverina",1986,1990,"Vulnerable",317,14
"Riverina",1986,1990,"Endangered",135,11
"Riverina",1986,1990,"Critically Endangered",611,4
"Simpson Strzelecki Dunefields",1986,1990,"Not listed",9320,837
"Simpson Strzelecki Dunefields",1986,1990,"Vulnerable",13,3
"South East Corner",1986,1990,"Endangered",380,13
"South East Corner",1986,1990,"Vulnerable",617,37
"South Eastern Queensland",1986,1990,"Endangered",348,47
"South Eastern Queensland",1986,1990,"Vulnerable",1792,86
"South Eastern Queensland",1986,1990,"Critically Endangered",43,5
"Sydney Basin",1986,1990,"Critically Endangered",88,7
"Sydney Basin",1986,1990,"Endangered",931,41
"Arnhem Coast",1986,1990,"Endangered",189,3
"Arnhem Coast",1986,1990,"Not listed",14008,1747
"Arnhem Coast",1986,1990,"Vulnerable",16,6
"Arnhem Plateau",1986,1990,"Vulnerable",64,5
"Arnhem Plateau",1986,1990,"Endangered",118,5
"Arnhem Plateau",1986,1990,"Not listed",15328,1730
"Burt Plain",1986,1990,"Not listed",5896,708
"Central Arnhem",1986,1990,"Not listed",4992,786
"Daly Basin",1986,1990,"Not listed",6307,1103
"Daly Basin",1986,1990,"Endangered",29,3
"Darwin Coastal",1986,1990,"Endangered",361,5
"Darwin Coastal",1986,1990,"Vulnerable",102,7
"Davenport Murchison Ranges",1986,1990,"Not listed",1626,427
"Finke",1986,1990,"Not listed",7920,760
"Finke",1986,1990,"Vulnerable",6,3
"Great Sandy Desert",1986,1990,"Vulnerable",12,5
"Gulf Fall and Uplands",1986,1990,"Not listed",14371,1309
"MacDonnell Ranges",1986,1990,"Not listed",32940,1091
"MacDonnell Ranges",1986,1990,"Extinct",10,1
"Mitchell Grass Downs",1986,1990,"Not listed",5635,1114
"Ord Victoria Plain",1986,1990,"Endangered",28,3
"Pine Creek",1986,1990,"Endangered",295,5
"Pine Creek",1986,1990,"Not listed",31771,2179
"Pine Creek",1986,1990,"Vulnerable",126,7
"Stony Plains",1986,1990,"Not listed",8854,1160
"Sturt Plateau",1986,1990,"Not listed",4208,808
"Tanami",1986,1990,"Vulnerable",53,2
"Tiwi Cobourg",1986,1990,"Not listed",6878,1167
"Victoria Bonaparte",1986,1990,"Endangered",208,4
"Brigalow Belt North",1986,1990,"Critically Endangered",22,4
"Brigalow Belt North",1986,1990,"Endangered",38,9
"Brigalow Belt North",1986,1990,"Vulnerable",53,17
"Brigalow Belt South",1986,1990,"Critically Endangered",9,3
"Cape York Peninsula",1986,1990,"Not listed",21553,3722
"Cape York Peninsula",1986,1990,"Vulnerable",54,12
"Central Mackay Coast",1986,1990,"Vulnerable",15,9
"Desert Uplands",1986,1990,"Not listed",2335,852
"Einasleigh Uplands",1986,1990,"Not listed",10534,2508
"Einasleigh Uplands",1986,1990,"Endangered",17,5
"Gulf Plains",1986,1990,"Not listed",3583,1012
"Mitchell Grass Downs",1986,1990,"Vulnerable",51,9
"Mount Isa Inlier",1986,1990,"Not listed",2352,784
"Mulga Lands",1986,1990,"Critically Endangered",3,2
"Mulga Lands",1986,1990,"Vulnerable",11,5
"South Eastern Queensland",1986,1990,"Extinct",7,2
"Wet Tropics",1986,1990,"Vulnerable",228,24
"Wet Tropics",1986,1990,"Endangered",153,17
"Wet Tropics",1986,1990,"Extinct",104,2
"Eyre Yorke Block",1986,1990,"Vulnerable",150,17
"Eyre Yorke Block",1986,1990,"Endangered",69,14
"Eyre Yorke Block",1986,1990,"Critically Endangered",5,1
"Flinders Lofty Block",1986,1990,"Not listed",119046,3084
"Flinders Lofty Block",1986,1990,"Vulnerable",111,14
"Flinders Lofty Block",1986,1990,"Critically Endangered",3,2
"Flinders Lofty Block",1986,1990,"Endangered",62,16
"Gawler",1986,1990,"Not listed",10651,1437
"Gawler",1986,1990,"Vulnerable",1,1
"Kanmantoo",1986,1990,"Endangered",149,20
"Kanmantoo",1986,1990,"Vulnerable",107,16
"Murray Darling Depression",1986,1990,"Critically Endangered",2,1
"Murray Darling Depression",1986,1990,"Endangered",120,18
"Naracoorte Coastal Plain",1986,1990,"Vulnerable",115,16
"Naracoorte Coastal Plain",1986,1990,"Endangered",72,15
"Ben Lomond",1986,1990,"Not listed",3151,1016
"Tasmanian Central Highlands",1986,1990,"Not listed",6424,1586
"Tasmanian Northern Midlands",1986,1990,"Not listed",1290,594
"Tasmanian Northern Slopes",1986,1990,"Critically Endangered",2,2
"Tasmanian South East",1986,1990,"Critically Endangered",57,3
"South East Coastal Plain",1986,1990,"Vulnerable",455,28
"South East Coastal Plain",1986,1990,"Endangered",192,16
"Southern Volcanic Plain",1986,1990,"Not listed",85025,2186
"Southern Volcanic Plain",1986,1990,"Endangered",83,12
"Southern Volcanic Plain",1986,1990,"Vulnerable",306,23
"Victorian Midlands",1986,1990,"Critically Endangered",106,3
"Victorian Midlands",1986,1990,"Endangered",202,16
"Victorian Midlands",1986,1990,"Not listed",102828,2842
"Victorian Midlands",1986,1990,"Vulnerable",210,26
"Avon Wheatbelt",1986,1990,"Not listed",17985,2204
"Avon Wheatbelt",1986,1990,"Endangered",133,36
"Australian Alps",1986,1990,"Critically Endangered",84,5
"South East Coastal Plain",1986,1990,"Critically Endangered",41,3
"South Eastern Highlands",1986,1990,"Critically Endangered",171,9
"Southern Volcanic Plain",1986,1990,"Critically Endangered",27,2
"Brigalow Belt South",1986,1990,"Endangered",43,14
"Cape York Peninsula",1986,1990,"Endangered",25,9
"Central Mackay Coast",1986,1990,"Endangered",26,3
"Desert Uplands",1986,1990,"Endangered",16,2
"Einasleigh Uplands",1986,1990,"Vulnerable",79,18
"Gulf Plains",1986,1990,"Vulnerable",8,3
"Broken Hill Complex",1986,1990,"Extinct",3,1
"Cobar Peneplain",1986,1990,"Endangered",11,2
"New England Tablelands",1986,1990,"Extinct",2,1
"Daly Basin",1986,1990,"Critically Endangered",2,1
"MacDonnell Ranges",1986,1990,"Vulnerable",75,9
"Tiwi Cobourg",1986,1990,"Endangered",68,4
"Desert Uplands",1986,1990,"Vulnerable",4,2
"Einasleigh Uplands",1986,1990,"Critically Endangered",22,3
"Wet Tropics",1986,1990,"Critically Endangered",64,7
"Gawler",1986,1990,"Endangered",2,1
"Nullarbor",1986,1990,"Endangered",17,1
"Stony Plains",1986,1990,"Endangered",5,2
"Ben Lomond",1986,1990,"Endangered",61,7
"Ben Lomond",1986,1990,"Vulnerable",9,4
"Furneaux",1986,1990,"Vulnerable",17,7
"King",1986,1990,"Endangered",11,5
"Tasmanian Central Highlands",1986,1990,"Vulnerable",37,5
"Tasmanian Central Highlands",1986,1990,"Endangered",27,4
"Tasmanian Northern Midlands",1986,1990,"Critically Endangered",4,1
"Tasmanian Northern Midlands",1986,1990,"Vulnerable",16,9
"Tasmanian Northern Midlands",1986,1990,"Endangered",12,6
"Tasmanian Northern Slopes",1986,1990,"Endangered",13,4
"Tasmanian Northern Slopes",1986,1990,"Vulnerable",20,6
"Tasmanian South East",1986,1990,"Endangered",70,15
"Tasmanian South East",1986,1990,"Vulnerable",31,11
"Tasmanian Southern Ranges",1986,1990,"Endangered",8,4
"Tasmanian Southern Ranges",1986,1990,"Critically Endangered",1,1
"Tasmanian West",1986,1990,"Vulnerable",27,4
"Tasmanian West",1986,1990,"Endangered",30,8
"Tasmanian West",1986,1990,"Extinct in the wild",8,1
"Subantarctic Islands",1986,1990,"Critically Endangered",5,2
"Avon Wheatbelt",1986,1990,"Critically Endangered",3,3
"Avon Wheatbelt",1986,1990,"Vulnerable",44,14
"Coolgardie",1986,1990,"Endangered",28,7
"Gascoyne",1986,1990,"Critically Endangered",2,1
"Mallee",1986,1990,"Critically Endangered",1,1
"Northern Kimberley",1986,1990,"Vulnerable",8,2
"Warren",1986,1990,"Vulnerable",21,7
"Pacific Subtropical Islands",1986,1990,"Critically Endangered",9,6
"South Eastern Highlands",1991,1995,"Not listed",218090,5594
"South Eastern Highlands",1991,1995,"Vulnerable",2681,48
"South Eastern Highlands",1991,1995,"Endangered",1181,28
"South Eastern Queensland",1991,1995,"Endangered",970,60
"South Eastern Queensland",1991,1995,"Not listed",537394,7002
"South Eastern Queensland",1991,1995,"Vulnerable",4540,101
"Sydney Basin",1991,1995,"Critically Endangered",135,9
"Sydney Basin",1991,1995,"Endangered",1209,44
"Sydney Basin",1991,1995,"Not listed",184425,5344
"Sydney Basin",1991,1995,"Vulnerable",2375,76
"Arnhem Coast",1991,1995,"Not listed",11554,1586
"Arnhem Coast",1991,1995,"Endangered",128,5
"Arnhem Coast",1991,1995,"Vulnerable",44,3
"Arnhem Plateau",1991,1995,"Not listed",5548,1316
"Arnhem Plateau",1991,1995,"Vulnerable",18,3
"Burt Plain",1991,1995,"Not listed",3961,548
"Central Arnhem",1991,1995,"Not listed",602,279
"Central Ranges",1991,1995,"Not listed",11727,818
"Channel Country",1991,1995,"Not listed",30637,1328
"Daly Basin",1991,1995,"Not listed",3541,791
"Darwin Coastal",1991,1995,"Not listed",82751,2774
"Darwin Coastal",1991,1995,"Endangered",461,5
"Darwin Coastal",1991,1995,"Vulnerable",126,11
"Davenport Murchison Ranges",1991,1995,"Not listed",2979,700
"Finke",1991,1995,"Not listed",6891,874
"Great Sandy Desert",1991,1995,"Not listed",3693,613
"Great Sandy Desert",1991,1995,"Vulnerable",20,3
"Gulf Coastal",1991,1995,"Not listed",2915,723
"Gulf Fall and Uplands",1991,1995,"Not listed",13084,1635
"MacDonnell Ranges",1991,1995,"Not listed",28878,1273
"MacDonnell Ranges",1991,1995,"Vulnerable",27,10
"Mitchell Grass Downs",1991,1995,"Not listed",13717,1364
"Ord Victoria Plain",1991,1995,"Not listed",9152,1223
"Ord Victoria Plain",1991,1995,"Endangered",54,2
"Pine Creek",1991,1995,"Not listed",21140,2075
"Pine Creek",1991,1995,"Endangered",388,4
"Simpson Strzelecki Dunefields",1991,1995,"Not listed",11901,1026
"Simpson Strzelecki Dunefields",1991,1995,"Vulnerable",185,4
"Stony Plains",1991,1995,"Not listed",28588,1217
"Sturt Plateau",1991,1995,"Not listed",8914,892
"Tanami",1991,1995,"Not listed",5884,786
"Tiwi Cobourg",1991,1995,"Not listed",5497,1217
"Victoria Bonaparte",1991,1995,"Not listed",11660,1962
"Brigalow Belt North",1991,1995,"Not listed",32236,3620
"Brigalow Belt North",1991,1995,"Vulnerable",167,27
"Brigalow Belt North",1991,1995,"Endangered",27,6
"Brigalow Belt South",1991,1995,"Endangered",57,20
"Brigalow Belt South",1991,1995,"Not listed",63011,4427
"Brigalow Belt South",1991,1995,"Vulnerable",355,47
"Cape York Peninsula",1991,1995,"Not listed",35858,4107
"Cape York Peninsula",1991,1995,"Vulnerable",80,21
"Cape York Peninsula",1991,1995,"Endangered",28,6
"Central Mackay Coast",1991,1995,"Not listed",20960,3025
"Central Mackay Coast",1991,1995,"Endangered",320,7
"Central Mackay Coast",1991,1995,"Vulnerable",80,16
"Channel Country",1991,1995,"Vulnerable",272,10
"Darling Riverine Plains",1991,1995,"Not listed",23555,1319
"Desert Uplands",1991,1995,"Not listed",4792,1244
"Desert Uplands",1991,1995,"Endangered",16,6
"Desert Uplands",1991,1995,"Vulnerable",8,5
"Einasleigh Uplands",1991,1995,"Endangered",28,7
"Einasleigh Uplands",1991,1995,"Not listed",13703,2599
"Einasleigh Uplands",1991,1995,"Vulnerable",106,18
"Gulf Plains",1991,1995,"Not listed",5195,1314
"Mitchell Grass Downs",1991,1995,"Vulnerable",81,10
"Mount Isa Inlier",1991,1995,"Not listed",3525,785
"Mulga Lands",1991,1995,"Not listed",16087,1309
"Mulga Lands",1991,1995,"Vulnerable",37,5
"Nandewar",1991,1995,"Not listed",17819,1867
"Nandewar",1991,1995,"Vulnerable",137,16
"Nandewar",1991,1995,"Endangered",77,5
"New England Tablelands",1991,1995,"Endangered",141,11
"New England Tablelands",1991,1995,"Not listed",86538,3325
"New England Tablelands",1991,1995,"Vulnerable",1296,40
"South Eastern Queensland",1991,1995,"Critically Endangered",270,11
"Wet Tropics",1991,1995,"Not listed",53762,5278
"Wet Tropics",1991,1995,"Endangered",196,22
"Wet Tropics",1991,1995,"Extinct",27,1
"Wet Tropics",1991,1995,"Critically Endangered",16,6
"Wet Tropics",1991,1995,"Vulnerable",171,34
"Broken Hill Complex",1991,1995,"Not listed",10440,876
"Broken Hill Complex",1991,1995,"Vulnerable",84,3
"Central Ranges",1991,1995,"Vulnerable",6,2
"Eyre Yorke Block",1991,1995,"Not listed",62393,2369
"Eyre Yorke Block",1991,1995,"Endangered",153,15
"Eyre Yorke Block",1991,1995,"Vulnerable",106,17
"Flinders Lofty Block",1991,1995,"Not listed",100302,3078
"Flinders Lofty Block",1991,1995,"Vulnerable",214,16
"Flinders Lofty Block",1991,1995,"Endangered",112,18
"Gawler",1991,1995,"Not listed",12264,1327
"Gawler",1991,1995,"Endangered",4,3
"Great Victoria Desert",1991,1995,"Not listed",10914,1137
"Hampton",1991,1995,"Not listed",579,222
"Kanmantoo",1991,1995,"Not listed",22626,2255
"Kanmantoo",1991,1995,"Endangered",136,16
"Kanmantoo",1991,1995,"Vulnerable",60,16
"Kanmantoo",1991,1995,"Critically Endangered",16,3
"Murray Darling Depression",1991,1995,"Not listed",174918,3209
"Murray Darling Depression",1991,1995,"Vulnerable",535,28
"Naracoorte Coastal Plain",1991,1995,"Not listed",43341,2178
"Naracoorte Coastal Plain",1991,1995,"Vulnerable",129,17
"Naracoorte Coastal Plain",1991,1995,"Endangered",114,18
"Nullarbor",1991,1995,"Not listed",1146,362
"Riverina",1991,1995,"Not listed",114301,2390
"Southern Volcanic Plain",1991,1995,"Not listed",74208,2540
"Southern Volcanic Plain",1991,1995,"Vulnerable",311,19
"Stony Plains",1991,1995,"Vulnerable",551,4
"Ben Lomond",1991,1995,"Not listed",3038,843
"Ben Lomond",1991,1995,"Vulnerable",16,4
"Furneaux",1991,1995,"Not listed",10084,1685
"Furneaux",1991,1995,"Endangered",13,6
"Furneaux",1991,1995,"Vulnerable",18,11
"King",1991,1995,"Not listed",2553,897
"King",1991,1995,"Critically Endangered",4,2
"King",1991,1995,"Endangered",19,5
"Tasmanian Central Highlands",1991,1995,"Endangered",11,3
"Tasmanian Central Highlands",1991,1995,"Not listed",3536,1288
"Tasmanian Northern Midlands",1991,1995,"Not listed",1925,669
"Tasmanian Northern Midlands",1991,1995,"Endangered",6,4
"Tasmanian Northern Slopes",1991,1995,"Not listed",3590,1216
"Tasmanian South East",1991,1995,"Endangered",32,11
"Tasmanian South East",1991,1995,"Not listed",14222,2301
"Tasmanian South East",1991,1995,"Vulnerable",34,14
"Tasmanian South East",1991,1995,"Critically Endangered",50,8
"Tasmanian Southern Ranges",1991,1995,"Not listed",6997,1372
"Tasmanian Southern Ranges",1991,1995,"Endangered",7,1
"Tasmanian West",1991,1995,"Not listed",3370,1157
"Subantarctic Islands",1991,1995,"Not listed",4755,104
"Australian Alps",1991,1995,"Not listed",25339,2093
"Australian Alps",1991,1995,"Endangered",267,10
"Murray Darling Depression",1991,1995,"Endangered",115,20
"NSW South Western Slopes",1991,1995,"Not listed",82911,2756
"NSW South Western Slopes",1991,1995,"Critically Endangered",153,3
"NSW South Western Slopes",1991,1995,"Vulnerable",525,21
"NSW South Western Slopes",1991,1995,"Endangered",201,11
"Riverina",1991,1995,"Vulnerable",761,18
"South East Coastal Plain",1991,1995,"Not listed",227210,3718
"South East Coastal Plain",1991,1995,"Vulnerable",414,30
"South East Coastal Plain",1991,1995,"Endangered",270,16
"South East Corner",1991,1995,"Not listed",210654,3740
"South East Corner",1991,1995,"Endangered",660,17
"South East Corner",1991,1995,"Vulnerable",830,34
"South Eastern Highlands",1991,1995,"Critically Endangered",308,10
"Victorian Midlands",1991,1995,"Endangered",345,18
"Victorian Midlands",1991,1995,"Not listed",107592,3077
"Victorian Midlands",1991,1995,"Vulnerable",360,28
"Avon Wheatbelt",1991,1995,"Not listed",25425,2419
"Avon Wheatbelt",1991,1995,"Endangered",128,42
"Avon Wheatbelt",1991,1995,"Critically Endangered",6,5
"Avon Wheatbelt",1991,1995,"Vulnerable",50,19
"Carnarvon",1991,1995,"Not listed",6866,1573
"Carnarvon",1991,1995,"Vulnerable",6,1
"Central Kimberley",1991,1995,"Not listed",1392,581
"Coolgardie",1991,1995,"Not listed",7967,1544
"Coolgardie",1991,1995,"Vulnerable",20,7
"Dampierland",1991,1995,"Not listed",4103,1064
"Esperance Plains",1991,1995,"Critically Endangered",11,4
"Esperance Plains",1991,1995,"Endangered",68,24
"Esperance Plains",1991,1995,"Not listed",5729,2012
"Esperance Plains",1991,1995,"Vulnerable",43,12
"Gascoyne",1991,1995,"Not listed",1263,671
"Geraldton Sandplains",1991,1995,"Not listed",6965,1953
"Geraldton Sandplains",1991,1995,"Endangered",93,29
"Geraldton Sandplains",1991,1995,"Vulnerable",53,13
"Gibson Desert",1991,1995,"Not listed",387,191
"Great Victoria Desert",1991,1995,"Vulnerable",20,3
"Hampton",1991,1995,"Vulnerable",7,2
"Jarrah Forest",1991,1995,"Critically Endangered",66,8
"Jarrah Forest",1991,1995,"Endangered",64,27
"Jarrah Forest",1991,1995,"Not listed",15020,3081
"Jarrah Forest",1991,1995,"Vulnerable",144,19
"Little Sandy Desert",1991,1995,"Not listed",550,234
"Mallee",1991,1995,"Not listed",5872,1831
"Mallee",1991,1995,"Vulnerable",27,7
"Mallee",1991,1995,"Extinct",3,1
"Mallee",1991,1995,"Endangered",33,16
"Murchison",1991,1995,"Not listed",3262,1213
"Northern Kimberley",1991,1995,"Not listed",4976,1739
"Northern Kimberley",1991,1995,"Vulnerable",5,1
"Pilbara",1991,1995,"Not listed",7391,1433
"Swan Coastal Plain",1991,1995,"Not listed",33604,2818
"Swan Coastal Plain",1991,1995,"Vulnerable",30,12
"Swan Coastal Plain",1991,1995,"Endangered",93,26
"Swan Coastal Plain",1991,1995,"Critically Endangered",10,5
"Warren",1991,1995,"Not listed",7550,1851
"Warren",1991,1995,"Vulnerable",18,6
"Warren",1991,1995,"Endangered",18,12
"Yalgoo",1991,1995,"Not listed",2256,1006
"Yalgoo",1991,1995,"Endangered",5,2
"Yalgoo",1991,1995,"Vulnerable",3,1
"Indian Tropical Islands",1991,1995,"Not listed",314,223
"NSW North Coast",1991,1995,"Not listed",217392,4860
"Pacific Subtropical Islands",1991,1995,"Not listed",2775,838
"Tasmanian West",1991,1995,"Endangered",6,3
"Australian Alps",1996,2000,"Not listed",42716,1921
"South Eastern Highlands",1996,2000,"Not listed",434441,5643
"South Eastern Highlands",1996,2000,"Endangered",1479,33
"South Eastern Highlands",1996,2000,"Vulnerable",2086,64
"Sydney Basin",1996,2000,"Not listed",527558,5935
"Australian Alps",1996,2000,"Critically Endangered",272,10
"Australian Alps",1996,2000,"Endangered",495,7
"Australian Alps",1996,2000,"Vulnerable",269,14
"Brigalow Belt South",1996,2000,"Endangered",77,22
"Brigalow Belt South",1996,2000,"Not listed",229689,5158
"Brigalow Belt South",1996,2000,"Vulnerable",1022,51
"Broken Hill Complex",1996,2000,"Not listed",10428,711
"Channel Country",1996,2000,"Not listed",42978,1280
"Cobar Peneplain",1996,2000,"Not listed",57943,1549
"Cobar Peneplain",1996,2000,"Endangered",36,4
"Cobar Peneplain",1996,2000,"Vulnerable",105,7
"Cobar Peneplain",1996,2000,"Critically Endangered",2,2
"Darling Riverine Plains",1996,2000,"Endangered",17,3
"Darling Riverine Plains",1996,2000,"Not listed",64228,1803
"Darling Riverine Plains",1996,2000,"Vulnerable",122,12
"Mulga Lands",1996,2000,"Not listed",42244,1354
"Murray Darling Depression",1996,2000,"Not listed",322292,3132
"Murray Darling Depression",1996,2000,"Vulnerable",434,27
"Murray Darling Depression",1996,2000,"Endangered",206,20
"NSW North Coast",1996,2000,"Critically Endangered",213,4
"NSW North Coast",1996,2000,"Endangered",538,31
"NSW North Coast",1996,2000,"Not listed",277369,4784
"NSW North Coast",1996,2000,"Vulnerable",2190,52
"NSW South Western Slopes",1996,2000,"Critically Endangered",303,2
"NSW South Western Slopes",1996,2000,"Endangered",209,14
"NSW South Western Slopes",1996,2000,"Not listed",168573,2927
"NSW South Western Slopes",1996,2000,"Vulnerable",877,33
"Nandewar",1996,2000,"Endangered",14,5
"Nandewar",1996,2000,"Not listed",44477,1863
"Nandewar",1996,2000,"Vulnerable",136,18
"New England Tablelands",1996,2000,"Not listed",85929,2807
"New England Tablelands",1996,2000,"Vulnerable",1267,34
"New England Tablelands",1996,2000,"Critically Endangered",16,4
"New England Tablelands",1996,2000,"Endangered",271,17
"Pacific Subtropical Islands",1996,2000,"Endangered",40,10
"Pacific Subtropical Islands",1996,2000,"Not listed",6480,847
"Riverina",1996,2000,"Not listed",241386,2447
"Riverina",1996,2000,"Vulnerable",892,17
"Riverina",1996,2000,"Critically Endangered",202,4
"Riverina",1996,2000,"Endangered",469,11
"Simpson Strzelecki Dunefields",1996,2000,"Not listed",31582,1004
"South East Corner",1996,2000,"Not listed",172931,3895
"South East Corner",1996,2000,"Endangered",634,11
"South East Corner",1996,2000,"Vulnerable",1008,42
"South Eastern Highlands",1996,2000,"Critically Endangered",532,13
"South Eastern Queensland",1996,2000,"Critically Endangered",144,12
"South Eastern Queensland",1996,2000,"Endangered",809,57
"South Eastern Queensland",1996,2000,"Not listed",520071,7371
"South Eastern Queensland",1996,2000,"Vulnerable",3000,108
"Sydney Basin",1996,2000,"Critically Endangered",528,12
"Sydney Basin",1996,2000,"Endangered",2000,47
"Sydney Basin",1996,2000,"Vulnerable",8257,88
"Arnhem Coast",1996,2000,"Endangered",215,4
"Arnhem Coast",1996,2000,"Not listed",25151,1904
"Arnhem Coast",1996,2000,"Vulnerable",806,6
"Arnhem Plateau",1996,2000,"Endangered",63,3
"Arnhem Plateau",1996,2000,"Not listed",14802,1493
"Burt Plain",1996,2000,"Not listed",6916,793
"Burt Plain",1996,2000,"Vulnerable",3,2
"Central Arnhem",1996,2000,"Vulnerable",20,3
"Daly Basin",1996,2000,"Not listed",15782,1296
"Daly Basin",1996,2000,"Endangered",70,3
"Darwin Coastal",1996,2000,"Not listed",107411,2729
"Darwin Coastal",1996,2000,"Endangered",535,7
"Darwin Coastal",1996,2000,"Vulnerable",84,8
"Davenport Murchison Ranges",1996,2000,"Not listed",2969,590
"Finke",1996,2000,"Not listed",22333,1104
"Great Sandy Desert",1996,2000,"Not listed",8025,1068
"Great Sandy Desert",1996,2000,"Vulnerable",22,5
"Gulf Coastal",1996,2000,"Not listed",4965,654
"Gulf Fall and Uplands",1996,2000,"Not listed",12298,1256
"Gulf Fall and Uplands",1996,2000,"Endangered",20,2
"MacDonnell Ranges",1996,2000,"Critically Endangered",100,1
"MacDonnell Ranges",1996,2000,"Not listed",48409,1457
"Mitchell Grass Downs",1996,2000,"Not listed",24911,1313
"Ord Victoria Plain",1996,2000,"Not listed",21262,1366
"Ord Victoria Plain",1996,2000,"Endangered",11,1
"Pine Creek",1996,2000,"Not listed",46291,1946
"Pine Creek",1996,2000,"Endangered",753,4
"Pine Creek",1996,2000,"Vulnerable",20,6
"Stony Plains",1996,2000,"Not listed",31436,1203
"Sturt Plateau",1996,2000,"Not listed",12397,914
"Sturt Plateau",1996,2000,"Vulnerable",10,3
"Tanami",1996,2000,"Not listed",6296,836
"Tanami",1996,2000,"Vulnerable",95,2
"Tiwi Cobourg",1996,2000,"Endangered",174,6
"Tiwi Cobourg",1996,2000,"Not listed",15624,1388
"Tiwi Cobourg",1996,2000,"Vulnerable",759,10
"Victoria Bonaparte",1996,2000,"Not listed",52287,2264
"Victoria Bonaparte",1996,2000,"Endangered",123,3
"Brigalow Belt North",1996,2000,"Critically Endangered",14,3
"Brigalow Belt North",1996,2000,"Endangered",39,7
"Brigalow Belt North",1996,2000,"Not listed",73054,3456
"Brigalow Belt North",1996,2000,"Vulnerable",154,29
"Cape York Peninsula",1996,2000,"Not listed",48500,2469
"Cape York Peninsula",1996,2000,"Endangered",164,7
"Cape York Peninsula",1996,2000,"Vulnerable",268,15
"Central Mackay Coast",1996,2000,"Not listed",36643,2067
"Central Mackay Coast",1996,2000,"Endangered",407,7
"Central Mackay Coast",1996,2000,"Vulnerable",262,12
"Channel Country",1996,2000,"Vulnerable",262,8
"Desert Uplands",1996,2000,"Not listed",11246,1390
"Einasleigh Uplands",1996,2000,"Not listed",35142,2735
"Gulf Plains",1996,2000,"Not listed",15571,1588
"Mitchell Grass Downs",1996,2000,"Vulnerable",123,11
"Mount Isa Inlier",1996,2000,"Not listed",15467,881
"Mulga Lands",1996,2000,"Vulnerable",33,9
"Wet Tropics",1996,2000,"Not listed",129229,5093
"Wet Tropics",1996,2000,"Endangered",150,20
"Wet Tropics",1996,2000,"Vulnerable",397,34
"Broken Hill Complex",1996,2000,"Vulnerable",12,4
"Central Ranges",1996,2000,"Not listed",13298,1054
"Central Ranges",1996,2000,"Vulnerable",7,3
"Eyre Yorke Block",1996,2000,"Not listed",149105,2244
"Eyre Yorke Block",1996,2000,"Vulnerable",1497,18
"Eyre Yorke Block",1996,2000,"Endangered",391,24
"Flinders Lofty Block",1996,2000,"Not listed",288707,3290
"Flinders Lofty Block",1996,2000,"Endangered",239,19
